Ref.No,OfferType,ExchangeType,Deadline,Comment,Employer,Department,Street1,Street2,PostBox,PostalCode,City,State,Country,Website,Workplace,Business,Responsible,Airport,Transport,Employees,HoursWeekly,HoursDaily,Canteen,GeneralDisciplines,FieldsOfStudy,TrainingRequired,OtherRequirements,Workkind,WeeksMin,WeeksMax,From,To,WorkType_R,WorkType_O,WorkType_F,WorkType_None,Language1,Language1Level,Language1Or,Language2,Language2Level,Language2Or,Language3,Language3Level,Currency,Payment,PaymentFrequency,Deduction,Lodging,LodgingCost,LodgingCostFrequency,LivingCost,LivingCostFrequency,NoHardCopies,Faculty 1,Period2_From,Period2_To,Holidays_From,Holidays_To,Additional_Info,PublishedTo,DatePublished,Last modified,CompletedYearsOfStudy,RequiredKnowledgeAndExperiences,PaymentFrequency,ExpectedTypeOfAccommonation,GeneralDisciplinesText,FieldsOfStudyText
ES-2022-7803,OPEN,COBE,2022-03-15,,"Global Working Recruitment, S.L.",,"Calle Juana Frances 2, BI 29",,,03540,Alicante,,Spain,www.globalworking.net,Alicante,"International recruitment, personnel selection, talent development, language and cultural training",,Alicante,,30,40,8,Yes,,52.1099,,"Interview required before acceptance.
The candidate must be a responsible, hardworking and proactive individual willing to learn and contribute to the company.
One of the benefits could be accommodation and Global Working would cover it and the candidate wouldn't have to pay for it, depending on apartment availability at the arrival time.","Management of job portals and ATS (Applicant Tracking System). Communication with candidates, universities and other organizations. CV screening. Conduct first and final interviews by phone or face to face interviews on Zoom or in our offices. Interviews report.  Translation of some documents. Applying satisfaction questionnaires. Meetings with managers and colleagues. Participate in the talent acquisition strategy of the company. Performance and attendance candidates follow-up.",52,52,2022-09-05,2023-09-05,No,Yes,No,,English,"Excellent (C1, C2)",And,Greek,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,Employer/IAESTE,400,Monthly,650,Monthly,,"42-PSYCHOLOGY, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING",,,,,,,2022-01-31 09:37:30,2022-01-31 09:37:31,4,Native Greek language and raised in Greece required.,End of first month,,"42-PSYCHOLOGY, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING","52.1099-Human Resources Management and Services, Other."
ES-2022-7804,OPEN,COBE,2022-03-15,,"Global Working Recruitment, S.L.",,"Calle Juana Frances 2, BI 29",,,03540,Alicante,,Spain,www.globalworking.net,Alicante,"International recruitment, personnel selection, talent development, language and cultural training",,Alicante,,30,40,8,Yes,,13.0101;13.0202,,"Interview required before acceptance.
The trainee has to be a hardworking, motivated and responsible individual willing to learn and contribute to the company.
One of the benefits could be accommodation and Global Working would cover it and the candidate wouldn't have to pay for it, depending on apartment availability.","Initiate, facilitate, and moderate classroom discussions. Maintain student attendance records, grades and other required records.
Evaluate and grade students' class work and assignments.
Organise and get involved in social and cultural activities such as sports competitions, school parties, dinners, excursions.
Devise, write and produce new materials, including audio and visual resources.
Mark and provide appropriate feedback on oral and written work.",35,52,2022-06-01,2023-06-01,No,Yes,No,,English,"Excellent (C1, C2)",And,Norwegian,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,Employer/IAESTE,400,Monthly,600,Monthly,,"13-EDUCATION, OTHER",,,,,,,2022-01-31 09:38:22,2022-01-31 09:38:23,4,Native Norwegian language required.,End of first month,,"13-EDUCATION, OTHER","13.0101-Education, General., 13.0202-Multicultural Education."
GR-2022-SKG07,OPEN,COBE,2022-02-28,,Teleperformance Greece,,Thiseos Avenue 330,Kallithea,,17675,Athens,,Greece,https://jobsteleperformance.com/,"Athens, Greece",Contact Center,Talent Acquisition Team,Athens International Airport,,11000,40,8,Yes,,09.0900;52.0207,,Interview with employer is required,"• Provide optimal advice regarding different queries of the business clients.
• Create a meaningful rapport with key decision makers in the marketing industry while troubleshooting the customer’s issue.
• Provide strategic campaign support to educate your clients.
• Achieve strong customer satisfaction with a focus on quality and results.
• Searching for the most accurate and effective solution to the problem stated.
• Being blended throughout the day on different channels.",8,26,2022-02-21,2022-12-30,No,Yes,No,,Portuguese,"Excellent (C1, C2)",And,English,"Good (B1, B2)",,,,EUR,1045,Monthly,~20% (Net pay ~ 850 EUR),Trainee with help from IAESTE,300,Monthly,500,Monthly,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER",,,,,,,2022-01-29 11:00:53,2022-01-29 11:00:54,3,"• Flexibility to adapt to the different working channels during the day (chat, phone, email)
• Ability to use positive language
• Willingness to continuous learning and improvement",,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER","09.0900-Public Relations, Advertising, and Applied Communication., 52.0207-Customer Service Management."
GR-2022-SKG10,OPEN,COBE,2022-02-28,,Teleperformance Greece,,Thiseos Avenue 330,Kallithea,,17675,Athens,,Greece,https://jobsteleperformance.com/,"Athens, Greece",Contact Center,Talent Acquisition Team,Athens International Airport,,11000,40,8,Yes,,09.0900;52.0207,,Interview with employer is required,"• Provide optimal advice regarding different queries of the business clients.
• Create a meaningful rapport with key decision makers in the marketing industry while troubleshooting the customer’s issue.
• Provide strategic campaign support to educate your clients.
• Achieve strong customer satisfaction with a focus on quality and results.
• Searching for the most accurate and effective solution to the problem stated.
• Being blended throughout the day on different channels.",8,26,2022-02-21,2022-12-30,No,Yes,No,,Dutch,"Excellent (C1, C2)",And,English,"Good (B1, B2)",,,,EUR,1045,Monthly,~20% (Net pay ~ 850 EUR),Trainee with help from IAESTE,300,Monthly,500,Monthly,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER",,,,,,,2022-01-29 11:01:55,2022-01-29 11:01:55,3,"• Flexibility to adapt to the different working channels during the day (chat, phone, email)
• Ability to use positive language
• Willingness to continuous learning and improvement",,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER","09.0900-Public Relations, Advertising, and Applied Communication., 52.0207-Customer Service Management."
GR-2022-SKG13,OPEN,COBE,2022-02-28,,Teleperformance Greece,,Thiseos Avenue 330,Kallithea,,17675,Athens,,Greece,https://jobsteleperformance.com/,"Athens, Greece",Contact Center,Talent Acquisition Team,Athens International Airport,,11000,40,8,Yes,,09.0900;52.0207,,Interview with employer is required,"• Provide optimal advice regarding different queries of the business clients.
• Create a meaningful rapport with key decision makers in the marketing industry while troubleshooting the customer’s issue.
• Provide strategic campaign support to educate your clients.
• Achieve strong customer satisfaction with a focus on quality and results.
• Searching for the most accurate and effective solution to the problem stated.
• Being blended throughout the day on different channels.",8,26,2022-02-21,2022-12-30,No,Yes,No,,Finnish,"Excellent (C1, C2)",And,English,"Good (B1, B2)",,,,EUR,1045,Monthly,~20% (Net pay ~ 850 EUR),Trainee with help from IAESTE,300,Monthly,500,Monthly,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER",,,,,,,2022-01-29 10:59:23,2022-01-29 10:59:23,3,"• Flexibility to adapt to the different working channels during the day (chat, phone, email)
• Ability to use positive language
• Willingness to continuous learning and improvement",,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER","09.0900-Public Relations, Advertising, and Applied Communication., 52.0207-Customer Service Management."
GR-2022-SKG16,OPEN,COBE,2022-02-28,,Teleperformance Greece,,Thiseos Avenue 330,Kallithea,,17675,Athens,,Greece,https://jobsteleperformance.com/,"Athens, Greece",Contact Center,Talent Acquisition Team,Athens Airport,,11000,40,8,Yes,,09.0900;52.0207;52.1099,,Interview is required,"• Provide optimal advice regarding different queries of the business clients.
• Create a meaningful rapport with key decision makers in the marketing industry while troubleshooting the customer’s issue.
• Provide strategic campaign support to educate your clients.
• Achieve strong customer satisfaction with a focus on quality and results.
• Searching for the most accurate and effective solution to the problem stated.
• Being blended throughout the day on different channels.",8,26,2022-02-20,2022-12-30,No,Yes,No,,Croatian,"Excellent (C1, C2)",And,English,"Good (B1, B2)",,,,EUR,1045,Monthly,~20% (Net pay ~ 850 euros),Trainee with help from IAESTE,300,Monthly,500,Monthly,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER",,,,,,,2022-01-29 14:01:58,2022-01-29 14:01:58,3,"• Flexibility to adapt to the different working channels during the day (chat, phone, email)
• Ability to use positive language
• Willingness to continuous learning and improvement",,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER","09.0900-Public Relations, Advertising, and Applied Communication., 52.0207-Customer Service Management., 52.1099-Human Resources Management and Services, Other."
HK-2022-AP-02,OPEN,AC,2022-03-15,,The Hong Kong Polytechnic University (PolyU),Department of Applied Physics,"The Hong Kong Polytechnic University, Hung Hom, Kowloon",,,,,,Hong Kong,ap.polyu.edu.hk,Hong Kong,Education,,Hong Kong International Airport,"Bus, Train, MTR (underground)","Approx. 5,300",40,8,Yes,,11.0101;11.0102;14.0101;40.0101,,,1. Website Development with Python & JavaScript. Design and develop a quiz platform which will be a personalised tool for each student for their exam preparation 2. Design Secondary School Physics theory and experiments with animated objects using Unity Augmented Reality (with Vuforia). 3. Design experiments with Dobot Magician & accessories,12,12,2022-06-06,2022-08-26,Yes,No,No,,English,"Good (B1, B2)",,,,,,,HKD,5000,Monthly,Nil (no MPF required if the appointment period is less than 60 days.),IAESTE Hong Kong,2750,Monthly,5000,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14A-ENGINEERING, Other, 40A-PHYSICAL SCIENCES, Other",,,,,,,2022-01-24 09:01:58,2022-01-24 09:01:58,3,N/A,,,"11-COMPUTER AND INFORMATION SCIENCES, 14A-ENGINEERING, Other, 40A-PHYSICAL SCIENCES, Other","11.0101-Computer and Information Sciences, General., 11.0102-Artificial Intelligence., 14.0101-Engineering, General., 40.0101-Physical Sciences."
HR-2022-OS-07,OPEN,FCFS,2022-03-15,,"University of Osijek, Department of Chemistry",,H,,,,Osijek,,Croatia,www.kemija.unios.hr,Osijek,Higher education,doc. dr. sc. Marija Jozanović,Osijek Airport,,40,40,8,No,,40.0502;40.0504,,,"The student will be involved in the development of cost-effective methods for determination of amino acids, peptides, and their derivatives in dietary supplements. Microchip electrophoresis will be employed as a separation method for active substances in various dosage forms of dietary supplements. She/he will be also trained in sample preparation procedures and investigations of enantiomeric separations on microchip electrophoresis.",4,4,2022-09-01,2022-09-30,Yes,Yes,No,,English,"Good (B1, B2)",Or,Croatian,"Good (B1, B2)",,,,HRK,1000,Monthly,0,IAESTE,1500,Monthly,3000,Monthly,,40C-CHEMISTRY AND CHEMICAL ENGINEERING,,,2022-09-01,2022-09-30,,,2022-01-28 19:51:33,2022-01-28 19:51:33,3,/,Monthly,Dormitory or Apartment-information will be provided later,40C-CHEMISTRY AND CHEMICAL ENGINEERING,"40.0502-Analytical Chemistry., 40.0504-Organic Chemistry."
MK-2022-SK-04,OPEN,AC,2022-03-15,,Komercijalna Banka,,Orce Nikolov br.3,,,1000,Skopje,, --- Select One ---,kb.com.mk,Skopje,Financial Activity,Konstantin Prkgov,Skopje,,970,40,8,No,,11.0101;11.0103;11.0104;11.0401,,,"Activities related to software development and maintenance, infrastructure support, system maintenance, telecommunications, internet and security.

Angular 11, HTML, SQL, Bootstrap

OOP in TypeScript, writing algorithms, working with API, design simple database, design User Interfaces

developing an application for the needs of the bank.

Visual Studio Code, SQL Management studio for design software frontend structure and creating SQL procedures, tables, relationship. 

DIA software where was painted ER diagram (entities, relationship) about database.",6,6,2022-06-01,2022-09-30,No,Yes,No,,English,"Excellent (C1, C2)",,,,,,,MKD,3500,Weekly,0,IAESTE,1400,Weekly,3500,Weekly,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING",,,,,,,2022-01-22 15:45:04,2022-01-22 15:45:04,1,/,,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING","11.0101-Computer and Information Sciences, General., 11.0103-Information Technology., 11.0104-Informatics., 11.0401-Information Science/Studies."
NO-2022-3-UiB,OPEN,AC,2022-03-15,,University of Bergen,Biological Sciences,Tormøhlensgate 53A,,,5008,Bergen,,Norway,https://www.uib.no/en/bio,"University of Bergen, Norway",University of Bergen,Dagmar Egelkraut,Flesland,,500,37.5,7.5,No,,26.0301,,"Plant identification skills will be advantageous.
Experience in operating standard ecological field and lab equipment will be advantageous
Experience with one or more ecological field/lab work techniques, including botanical surveys, functional trait measurements, carbon stock assessments, soil sampling, and/or seed germination experiments, etc. will be advantageous.
Data management and/or analytical skills will be advantageous","The intern will participate in field work and lab work supporting one or more of the research projects  in the Between the Fjords lab: https://betweenthefjords.w.uib.no/home/

We run several large field experiments, and interns will be involved in setting up and maintaining experimental treatments (assessing impacts of climate change, biological invasions, species interactions, nutrient addition, grazing), collecting data and samples (plants, soil mesofauna, above- and below-ground biomass, soil chemistry, carbon fluxes and stocks, etc.), working with the samples in the lab, and entering and managing data. Simple analyses and reporting can also be expected. 

The intern will work under the supervision of and report to one or more technicians, postdocs, PhD students or MSc students. Field campaigns are typically conducted in teams of 2-5 people, and ability to collaborate and maintain good working spirits and relations are expected. 

Our field sites are in the mountains of Norway, at high altitudes and in rugged terrain, and field trips may last several days. Full days of outside work in all weather, and relatively basic lodging and food during field trips is expected.  The interns will participate in general housekeeping and logicstics along with the rest of the team.",4,8,2022-05-01,2022-09-30,Yes,Yes,Yes,,English,"Excellent (C1, C2)",Or,Norwegian,Fair (A2),,,,NOK,18000,Monthly,10-30%,IAESTE,6000,Monthly,10000,Monthly,,26-BIOLOGICAL AND BIOMEDICAL SCIENCES,,,,,"We can only accept EU citizens, due to immigration requirements (meaning holding an EU passport). Please note that students must be highly proficient in English - only 'excellent' will be accepted.
Please note that due to Covid-19, there might be specific entry requirements such as pre-registration, quarantine, and testing for travelers to Norway. 
For updated information, please see: https://www.fhi.no/en/op/novel-coronavirus-facts-advice/facts-and-general-advice/entry-quarantine-travel-covid19/",,2022-01-22 14:19:59,2022-01-22 14:19:59,2,"Basic to advanced knowledge in ecology / plant ecology / climate change ecology / alpine ecology.
Ability to participate in field experiments and recording ecological data, following standardised protocols.
some experience and basic skills in standard plant ecological lab and field procedures
Critical thinking, thoroughness, high ethical standards 
Ability to work outdoors, in rough terrain and in all weather.
Willingness to participate in field trips with a team of researchers and interns.",12th of each month,,26-BIOLOGICAL AND BIOMEDICAL SCIENCES,26.0301-Botany/Plant Biology.
NO-2022-3-UiO,OPEN,AC,2022-03-15,,University of Oslo,,Gaustadalleen 23,,,,OSLO,,Norway,,OSLO,"Higher education, pedagogy, informatics",Omid Mirmotahari,Oslo,,250,40,8,Yes,,11.0701;14.1001,,,"We would like to assemble an international team of students to evaluate and revise one of our main courses at the University of Oslo. There are over 700 students enrolled in this course each year - and due to the COVID-19 situation we would like to be able to provide top quality and flexibility for our students. The IAESTE students would play an important role to assess our current course and providing revisions based on their international experience. The course is named: IN1020 and details about the course can be found here: https://www.uio.no/studier/emner/matnat/ifi/IN1020/

This course is a one-of-a-kind in Norway and most of Europe - based on the wide syllabus.",6,6,2022-05-01,2022-08-31,Yes,No,No,,English,"Excellent (C1, C2)",,,,,,,NOK,18000,Monthly,10-30%,IAESTE,6000,Monthly,10000,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING, OTHER",,,,,"We can only accept EU citizens, due to immigration requirements (meaning holding an EU passport). Please note that students must be highly proficient in English - only 'excellent' will be accepted.
Please note that due to Covid-19, there might be specific entry requirements such as pre-registration, quarantine, and testing for travelers to Norway. 
For updated informaion, please see: https://www.fhi.no/en/op/novel-coronavirus-facts-advice/facts-and-general-advice/entry-quarantine-travel-covid19/",,2022-01-22 14:20:01,2022-01-22 14:20:02,1,Computer engineering and ability to evaluate a university course in data technology.,,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING, OTHER","11.0701-Computer Science., 14.1001-Electrical and Electronics Engineering"
PE-2022-NMETRIC8,REMOTE,COBE,2022-02-16,,NEUROMETRICS (COMINSTALL SAC),Lima,"AV. MARISCAL LA MAR 550 OFICINA 406, MIRAFLORES",,,,Lima,,Peru,www.neurometrics.la,Lima,Innovation and research market,,Jorge chavez airport,,12,30,6,No,,52.0208;52.0299;52.1401;52.1402;52.1801,,"● Good teamwork and leadership skills
● Strong verbal and written communication skills","Pixmap is a mobile app in market validation stage and has more than 1k users in just a few months active. This, without an executed marketing strategy. It
seeks to expand the user portfolio to 2,000 per territory in the next stage, this under the realization of mailings, participation in webinars and events,
exposure in the media and corporate alliances.
Activities:
• Give marketing support in specific territories (webinars, presentations)
• Actively find innovative ways to generate growth (downloads)
• Contribute to generate brand awareness
• Promote alliances with universities and companies.

Trainees will receive specilaized Training in courses with Certificates in: Introduction to Consumer Neurosciences"" or ""Fundamentals of Visual Attention""",12,16,2022-02-21,2022-06-17,Yes,Yes,No,,English,"Excellent (C1, C2)",Or,Spanish,Fair (A2),,,,PEN,0,Monthly,0,no,0,Monthly,0,Monthly,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING",2022-02-28,2022-06-24,,,,,2022-02-02 16:53:50,2022-02-02 16:53:51,3,"●	Currently studying in the last year of career or recently graduated in marketing, communications, business administration or related to the position in description
●	Interest in consumer behavior and technology
●	Advanced level English (essential)",,,"09-COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, 52-BUSINESS, MANAGEMENT, AND MARKETING","52.0208-E-Commerce/Electronic Commerce., 52.0299-Business Administration, Management and Operations, Other., 52.1401-Marketing/Marketing Management, General., 52.1402-Marketing Research., 52.1801-Sales, Distribution, and Marketing Operations, General."
PL-2022-AGH017,OPEN,AC,2022-03-15,,AGH University of Science and Technology,,al. Mickiewicza 30,,,30-059,Krakow,,Poland,www.agh.edu.pl,Krakow,University,Piotr Kijanka,Krakow (KRK),"Bus, Tram",5000,40,8,Yes,,14.0501;27.0303;40.0809,,,"An internship appointment is available within Prof. Piotr Kijanka?s laboratory in the Department of Robotics and Mechatronics at AGH UST. The candidate identified for this fellowship will work on projects related to ultrasound imaging and ultrasound-based characterization of tissues using elastographic techniques. The candidate should be familiar with medical ultrasound, signal and image processing and MATLAB or Python programming. Bachelor degree in Electrical Engineering, Biomedical Engineering, or Physics is preferred. 

The candidate will participate in studies involving engineering design and implementation, working with research scanners, and be involved with studies involving numerical modeling and phantoms.

An internship at AGH UST is a temporary position intended to provide training and education in research. Individuals will train in the research program of a AGH UST principal investigator. Qualified individuals will demonstrate the potential for research as evidenced by their training and should become competitive for research grants.",4,8,2022-07-01,2022-10-31,Yes,No,No,,English,"Good (B1, B2)",,,,,,,PLN,800,Monthly,0,IAESTE,0,Monthly,800.00,Monthly,0,"14A-ENGINEERING, Other, 27-MATHEMATICS AND STATISTICS, 40B-PHYSICS",,,,,,,2022-01-24 09:02:07,2022-01-24 09:02:08,3,Good knowledge of MATLAB or Python programming language.,,,"14A-ENGINEERING, Other, 27-MATHEMATICS AND STATISTICS, 40B-PHYSICS","14.0501-Bioengineering and Biomedical Engineering., 27.0303-Computational Mathematics., 40.0809-Acoustics."
PL-2022-UML002,OPEN,AC,2022-03-15,,"Medical University of Lodz, Department of Biomedicine and Genetics",,Pomorska 251,,,92-213,Lodz,,Poland,www.zbig.umed.pl,Lodz,University,"Ms Julia Walczak , MA",Lodz (LCJ) or Warsaw (WAM/WMI),Train/Bus,20,25,5,Yes,,26.0204;26.1201,,,The student will be dealing with the creation of nucleic acid and tissue sample bank and creation of material bank in excel. Additionally the student will take part in an experiment to evaluate the expression of selected micro-cells related to non-small cell lung cancer.,6,8,2022-07-04,2022-08-31,Yes,No,No,,English,"Good (B1, B2)",,,,,,,PLN,1000,Monthly,20%,IAESTE,0,Monthly,800.00,Monthly,0,26-BIOLOGICAL AND BIOMEDICAL SCIENCES,,,,,,,2022-01-24 09:02:04,2022-01-24 09:02:04,3,"Basic knowledge of molecular biology techniques (isolation of nucleic acids, PCR, Real - Time PCR).",After finishing the internship,,26-BIOLOGICAL AND BIOMEDICAL SCIENCES,"26.0204-Molecular Biology., 26.1201-Biotechnology."
XG-2022-02P-ELE,OPEN,COBE,2022-03-21,,Electrolux Poland (Cracow),,26 aleja Powstańców Śląskich,,,30-570,Kraków,,Poland,,Cracow,Household and professional products,,,,1000+,40,8,No,,45.0601;52.0301;52.0305,,,"Finance & Accounting intern – Cracow, Poland. 
The role gives an opportunity to see how Finance departments operate in their daily tasks. Reporting to AP Team Leader, you will have an occasion to learn the good basis of the key financial processes in a global company. You will cooperate with your team colleagues but also stakeholders from other countries. The welcoming team supports some of the following: Central & Eastern Europe, UK, Ireland, Denmark, Finland, Italy, France, Greece, Iberia and Morocco. 
Accounts Payable (AP) department is one of the key financial processes. They ensure a timely, effective and efficient checking, booking and payment of invoices and other payables we are due to our customers and vendors. Thanks to their contributions, as a company we make payments that are legitimate and correct which secures our financial stability.

A regular day at work:
As a member of the AP team you will:
• Resolve AP processing related issues
• Process efficiently AP incoming documents
• Respond to customers inquiries in a timely manner
• Assist with monthly closing activities
• Actively support other AP processes or other departments when required

Who you are:
Above all you have an intense drive, willingness to learn, a continuous improvement mindset and you want to develop your professional career!
• Team player – you enjoy working with smart people that you can learn from
• Analytic – you are the person who investigates what lays behind the issues
• Detail oriented – you are capable of noticing small things that matter

What you will learn: 
You will be able to reach a 360 view of what Accounts Payable does in all its disciplines:
• Performing financial activities for given entities and countries
• How to process invoices received by AP, on which GL account, cost object etc
• What kind of documents AP is working with, how to correctly recognize them and manage them
• How to communicate with internal and external customer in an effective and efficient manner
• How to write business emails 
• What is month and year end closing, which activities are required then and what needs to be done to close the books after financial period
• How to resolve issues that appear in AP department
• How to prepare reconciliations
• How to prepare different reports and analyse them
• Working as a member of the team, participating fully in team activities, taking responsibility for team goals and supporting other members of the team to increase their competencies and skills
• Proactive – you are not just solving the tasks given but always thinking ahead
• Communicative – you are able to maintain good & reassuring communication with customers",52,52,2021-12-01,2022-11-30,No,Yes,No,,English,"Excellent (C1, C2)",,,,,,,PLN,5700,Monthly, -,Intern with support of IAESTE,1000,Monthly,1600,Monthly,,"45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER",,,,,"Only EU/EFTA passport holders.
What you will get from the program: 
• Learning experience within 12 months
• Gross salary of SEK 5700 PLN 
• Vacation days and other company benefits
• Reallocation support: local registration processes",,2021-10-06 10:35:53,2022-01-10 08:16:55,3,"• Academic degree preferred areas: Finance, Economics, Linguistics
• Good English, both speaking and writing
• Good knowledge of at least one other European language would be a strong asset (preferably Italian, Spanish, French, German)",,,"45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING, OTHER","45.0601-Economics, General., 52.0301-Accounting., 52.0305-Accounting and Business/Management."
XG-2022-26S-ELE,OPEN,COBE,2022-02-10,,Electrolux Sweden,,Sankt Göransgatan 143,,,112 51,Stockholm,,Sweden,https://www.electroluxgroup.com/en/,Stockholm,Household and professional products,,,,10000,40,8,No,,,,"Above all you have an intense drive, willingness to learn and a continuous improvement mindset! You are agile and work efficiently and flexibly to deliver results within simultaneously running processes. A fast thinker with ability to pick up and treat new information rapidly. You love to explore new ideas and drive continuous improvement to develop your capabilities and acquire new skills.
• Analytical & diagnostic 
• A collaborative and communicative team player. 
• A problem-solver","The Global Electrolux Talent Program is a proactive initiative that brings together young talent across various functions and global offices of Electrolux. This program is for you, who are interested in a global, hands-on experience in an intercultural setting with the goal of securing global employment opportunities within the company upon a successful completion of the internship.

Portfolio Specialist – Food Preservation - Stockholm, Sweden  
The Portfolio Specialist supports the development of a successful Global category strategy based on deep understanding of consumers, market, competitors, and business dynamics, ensuring that we develop innovative consumer experiences in close connection with Regional Business Areas.
Your Portfolio will be focused on the Taste Food Preservation Area, which includes sub-categories like Refrigerators and freezers such as Multidoors, side by side and cabinets. Consumer needs and industry trends show increasing communalities giving us opportunities for global synergies. In this role you will be part of Electrolux Taste Consumer Experience Organization, reporting to the Portfolio Manager Food Preservation.

A regular day at work: 
•Analyze global market and business dynamics, including competitor global strategy and portfolio
•Support Strategic planning process and identification of global synergies
•Collaborate with technology and architecture teams on monitoring competitor launches, new technologies and claims to come to roadmaps prioritization
•Support preparation of Global consumer research based on agreed Integrated Learning plan
•Support key steps in the Approach to Innovation Process by investigating new business opportunities across Business Areas including definition target consumer experiences and the underlying business impact 
•Contribute to drive Sustainability agenda across Business areas in term of product solution and Experiences
•Contribute to the implementation of new way of working and metrics
•Accountable for summarizing, synthetizing, and sharing information globally, e.g: Market/competitor info, Product marketing communication, Best practices.",52,60,2022-04-01,2023-06-30,No,Yes,No,,English,"Excellent (C1, C2)",,,,,,,SEK,25000,Monthly,30,IAESTE,5000,Monthly,10000,Monthly,,"14A-ENGINEERING, Other, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING",,,,,"IAESTE Sweden will help the trainee with finding accommodation.

What you will get from the program:
• Learning experience within 14 months
• Gross salary of SEK 25,000 
• Vacation days and other company benefits
• Cellphone and laptop
• Visa costs and process
• Reallocation support: local registration processes",,2022-01-28 17:36:43,2022-02-04 17:07:09,3,"• Bachelor’s degree in engineering preferably with a Business specialisation, or Business management
• Great analytical skills and ability to manage complex information sets.
• Good computer proficiency, esp. MS Office.
• Fluent English",,,"14A-ENGINEERING, Other, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING",
